0,-8.17E-02
0.980392,3.78E-01
1.960784,7.93E-01
2.941176,1.15E+00
3.921569,1.47E+00
4.901961,1.72E+00
5.882353,1.93E+00
6.862745,2.08E+00
7.843137,2.18E+00
8.823529,2.26E+00
9.803922,2.31E+00
10.784314,2.35E+00
11.764706,2.37E+00
12.745098,2.39E+00
13.72549,2.40E+00
14.705882,2.41E+00
15.686275,2.41E+00
16.666667,2.41E+00
17.647059,2.41E+00
18.627451,2.41E+00
19.607843,2.41E+00
20.588235,2.41E+00
21.568627,2.41E+00
22.54902,2.41E+00
23.529412,2.41E+00
24.509804,2.41E+00
25.490196,2.41E+00
26.470588,2.41E+00
27.45098,2.41E+00
28.431373,2.41E+00
29.411765,2.41E+00
30.392157,2.41E+00
31.372549,2.41E+00
32.352941,2.41E+00
33.333333,2.41E+00
34.313725,2.41E+00
35.294118,2.41E+00
36.27451,2.41E+00
37.254902,2.41E+00
38.235294,2.40E+00
39.215686,2.40E+00
40.196078,2.40E+00
41.176471,2.40E+00
42.156863,2.40E+00
43.137255,2.40E+00
44.117647,2.40E+00
45.098039,2.40E+00
46.078431,2.40E+00
47.058824,2.40E+00
48.039216,2.40E+00
49.019608,2.40E+00
50,2.40E+00
